# Exult Usecode Dialogue Translation Dictionary
# English source<TAB>Chinese translation
# Generated: 2026-06-17 10:30:00
# Entries: 11391
#
# To deploy: Copy this file to your Exult <PATCH>/ directory
# as 'usecode_translations.txt'.
#
# Lines starting with '#' are comments.
# Format: English source text<tab>Chinese translation text
============================================================

! And good luck to thee!"*	「祝你好運！」*
! Fly from this place at once! I shall provide escort for thee with my bow. Return at thy peril,	「快離開這裡！我會用我的弓護送你離開。再回來就要冒險了！」
! Help me!!"	「幫幫我！！」
! However, thou mayest have some trouble convincing those who do not know thy face.~~"Of course, thou -shouldst- be safe around thy friends!"	「但是，你可能會遇到一些麻煩，因為有些人不認識你。」~~「當然，你應該在朋友身邊很安全！」
! I admit I do sell Silver Serpent Venom to other places besides the Apothecary. But what I am doing is not -precisely- against the law!"	「我承認，我賣銀蛇毒給其他地方的藥劑師。但是，我做的事情不是完全違法！」
! I earn my gold with this sword arm," he says as he flexes a mighty bicep. "Right now I am in Jhelom continuing my studies in my trade with De Snel, and when I am finished my price is going to go up!"	「我靠這把劍來賺取金幣，」他說，同時展示他的強壯手臂。「現在，我在傑洛姆繼續我的學徒生涯，當我完成後，我的價格就會上漲！」
! I shall never miss New Magincia!"	「我永遠不會錯過新馬吉尼亞！」
! I would wager that thou dost say that to all the barmaids!"	「我想，你對所有的酒吧女服務員都這麼說！」
! If I did not trust the infallibility of mine own eyes, I would not believe it! I was just thinking to myself, 'If only the Avatar were here!' Then...~~"Lo and behold! Who says that magic is dying! Here is living proof that it is not!~~ "Dost thou realize,	「如果我不相信自己的眼睛，我就不會相信！我剛剛在想，『如果只有阿凡達在這裡！』然後……~~「看哪！誰說魔法正在消失！這裡就是活生生的證據！」~~「你知道嗎，」他說，「如果不是你，我就會迷失了。」
! If not for thee, I would be lost."	「如果不是你，我就會迷失了。」
! If thou wilt leave something behind, mayhaps thou wilt be able to sail, and I will be glad, indeed, to sell thee the deed."~Gargan sneezes.	「如果你願意留下什麼東西，可能你就能夠航行，我會很高興地賣給你這份契約。」~加爾根打了個噴嚏。
! It is hearsay!"*	「這只是傳聞！」*
! Mine husband was pardoned by Lord British. He even provided Weston with short-term employment so that he may return to me with money enough in his pockets to feed us for some time!~~"Excellent news, no?"	! 我的丈夫被布列塔尼亞王赦免了，他甚至提供了韋斯頓短期的工作機會，這樣他就可以帶著足夠的錢回來養活我們一段時間！~~"這是個好消息，不是嗎？"
! Perhaps honesty shall lift thee above the	! 也許誠實會讓你脫離貧困
! That means I owe thee	! 這意味著我欠你
! The box is open! Certainly, one as diligent as thee could not have been robbed?"	! 盒子打開了！你這麼勤奮的人不可能被搶劫吧？"
! Thou	! 你
! Thou didst just enjoy thyself, didst thou not? Please come back when thou art rested!"*	! 你只是在享受自己吧？請休息一下再回來吧！"*
! Thy soul shall wail in the catacombs of the netherworld!"	! 你的靈魂將在陰間的墓穴中哀號！"
! Who knows what evil this strange creature might possess!" He inspects the sprite more closely. "Mayhaps I should try it first to be sure it is safe..."*	! 誰知道這個奇怪的生物可能會帶來什麼邪惡！" 他仔細檢查精靈。 "也許我應該先試試看，以確保它是安全的..."*
! You damn	! 你這個該死的
! You have nothing to lose but your	! 你沒有什麼可失去的，只有你的
!" Katrina greets you with a smile.	!" 卡特琳娜帶著微笑迎接你。
!" Nastassia says.	!" 納斯塔西婭說。
!" Sherry the Mouse exclaims.	!" 謝里老鼠驚呼。
!" says a wide-eyed Constance, "What may I do for thee?"	!" 一個目瞪口呆的康斯坦斯說，"我可以為你做什麼？"
"'Bye!"*	!"別了！"*
"She said what? Well, she's wrong! And to think she is a 'brother'. One of The Fellowship! I shall have to speak to Batlin about her."~~You notice that Patterson seems ill-at-ease.	"她說什麼？她錯了！而且她是『兄弟會』的一員！我必須去跟巴特林（Batlin）說這件事。"~~你注意到帕特森（Patterson）似乎很不自在。
"She sells grain to Thurston the miller from time to time so that we may go to the pub or buy milk at the dairy every once in a while, but we usually just grow crops to keep ourselves fed."	"她偶爾會賣穀物給磨坊主瑟斯頓（Thurston），這樣我們就可以去酒館或買牛奶，但我們通常只種植作物來餵飽自己。"
"She teaches close-quarter combat. Everything I needed to know to survive on my journeys I learned from her."	"她教導近身戰鬥技巧。所有我需要知道的生存技巧我都是從她那裡學到的。"
"She vas Frederico's vife, but thou dost know that already, no? She vas a good voman."	"她是弗雷德里科（Frederico）的妻子，但你已經知道了，不是嗎？她是一個好女人。"
"She vas the most beautiful voman I had ever seen. Both my brother and I vere in love vith her. Ve both tried to vin her heart. I failed and thought that I vould spend the rest ov my life vith no vone. It vas not until last year that my vife Margareta and I vere married and my secretly broken heart vas mended."	"她是最美麗的女人，我曾經見過。我的兄弟和我都愛上了她。我們兩個都試圖贏得她的心。我失敗了，想我會終身孤獨。直到去年，我和我的妻子瑪格麗塔（Margareta）結婚，我的秘密破碎的心才得以治癒。"
"She was all he lived for. When the liche tried to take her from him, he was consumed by the emptiness of her death. But, after his own demise," he stares directly at you, "his bitter feelings soured even further.~~"I suspect there is no reasoning with him now."	"她是他唯一的生活目的。 當巫妖試圖從他身邊帶走她時，他被她的死亡所留下的空虛感所吞噬。 但是在他自己的死亡之後，" 他直視你， "他的痛苦感覺更加深刻。~~"我懷疑現在已經沒有辦法與他溝通了。"
"She was once an adept mage, but ever since the wizards began losing their, er, faculties, she followed suit."	"她曾經是一位高明的魔法師，但自從巫師們開始失去他們的，呃，能力以來，她也跟著失去了。"
"She worked with Cador at the mines. She was more man than most men, that one was. An' she died like it, too -- in a brawl here at the tavern!" He says, eyeing you suspiciously.	"她曾經與卡多爾一起在礦場工作。 她比大多數男人都要堅強，真的。 她死得像個男人一樣 -- 在這裡的酒館裡的一場鬥毆中！" 他說，懷疑地看著你。
"She works with Cador at the mines. Hard as stone, that one. She be more man than most of the men in town."	"她現在與卡多爾一起在礦場工作。 她堅強得像石頭一樣。 她比大多數男人都要堅強。"
"She's a sad woman -- a widow -- who is living in the past. 'Tis a pity, really. Fortunately her husband left her the farm which does happen to turn a profit."	"她是一個可憐的女人 -- 一個寡婦 -- 她活在過去。 真的是可惜。 幸好她的丈夫留給她了一個農場，農場還能賺錢。"
"Sheesh, here we go again!"*	"天哪，這又來了！"*
"Sherry is a special mouse who has lived here in the castle for many, many years. She recites stories for the children."	"雪莉是一隻特別的老鼠，她已經在這座城堡裡生活了很多年。 她為孩子們講故事。"
"Shhh! Talk to me about it later," he whispers, gesturing subtly towards Balayna, "when she is not around."	"嘘！ 等一下再跟我說吧，" 他小聲說，微妙地朝著巴拉伊娜的手勢， "等她不在的時候。"
"Shocking! Such things do not normally happen here. It well proves the value of knowing how to defend oneself."	"令人震驚！ 這種事情在這裡不常發生。 這證明了學會自衛的重要性。"
"Shouldst thou find an interest in The Fellowship,	"如果你對 The Fellowship 感興趣，"
"Shouldst thou wish to speak with me again, simply use the hourglass. Goodbye."*	"如果你想再次與我交談，請使用沙漏。 再見。"*
"Silence, fool! They will slay me for sure, now!" He looks at you with despair.*	"閉嘴，蠢貨！ 他們一定會殺了我！" 他絕望地看著你。*
"Silverleaf trees are Emp homes."	"銀葉樹是艾普族人的家園。"
"Silverleaf trees are our homes," he nods.	"銀葉樹是我們的家園，" 他點頭。
"Silverleaf trees are where Emp's homes can be found."	"銀葉樹是艾普族人的家園所在地。"
"Silverleaf trees cannot be explained by me in human terms. I am sorry. Another human should be asked by you?" he shrugs, imitating the human gesture rather well.	"銀葉樹無法用人類的方式來解釋，我很抱歉。你應該去問另一個人類。" 他耸了耸肩，模仿人類的動作做得相當好。
"Simply place the amount of gold coins thou dost wish to bet on one or more colors. Use the wheel and thy money will be increased if thou hast bet correctly."	"只要把你想要投注的金幣放在一個或多個顏色上。使用輪盤，如果你投注正確，金幣就會增加。"
"Simrek is my name."	"我叫Simrek。"
"Since I am a member of thy group, I shall train thee for free!"	"既然我是你的夥伴，我就免費教你!"
"Since I am travelling in thy group, I shall waive my fee."	"既然我是你的夥伴，我就免費教你!"
"Since Sprellic has not done this, it proves that he is sincere in the grievous insult that he has made against us."*	"既然Sprellic沒有這樣做，這就證明他對我們的嚴重侮辱是真心的。"*
"Since accompanying thee on thine adventures when thou wast last in Britannia, I have become the tinker of Minoc. I repair things for the people of the town. But my duties and obligations are not so pressing as to prevent me from joining thee again shouldst thou wish it. After all, when thou art in Britannia, thou hast usually come to repair very important things and help put the world to rights."	"自從你上次在不列顛尼亞的冒險中，我就成為了Minoc的修理匠，我為鎮上的居民修理東西。但是我的職責和義務並不會阻止我再次加入你，如果你願意的話。畢竟，當你在不列顛尼亞的時候，你總是會來修理一些非常重要的事情並幫助世界恢復正軌。"
"Since he does not have much money, I gave Henry my gold locket so he could present it to his sweetheart Constance. I have not talked to him lately, but I must confess I am worried about him."	"既然他沒有很多金錢，我就把我的金質掛墜送給Henry，他可以把它送給他的摯愛康斯坦絲。我最近沒有和他說話，但我不得不承認我很擔心他。"
"Since the mages have become so ineffective, we have been forced to develop other ways to accomplish all the things we used to be able to depend on mages to do. Unfortunately, many of these new methods are as yet untested."	"自從巫師們變得無效，我們被迫發展其他方法來完成我們曾經依靠巫師們做的事情。不幸的是，許多這些新方法尚未經過測試。"
"Since then, Myrtle and I prefer to live down here with the bees. Life is so... carefree down here. We have chosen to live with nature. Now, if thou dost not mind, I shall isolate myself from thee and bid thee farewell."*	"自從那時起，Myrtle和我更喜歡住在這裡和蜜蜂一起生活。生活在這裡是如此... 輕鬆自在。我們選擇與自然生活在一起。現在，如果你不介意的話，我就會與你告別並與你隔離。"*
"Since thou art on an honorable quest, I suppose I might allow thee to borrow it if thou dost give me thy word that thou wilt return it, and if thou dost offer proof of thine eagerness to learn the true knowledge of the world."	"既然你是在進行一項榮譽之旅，我想我可以允許你借用它，如果你答應我你會把它歸還，並且如果你提供證據證明你渴望學習世界的真正知識。"
"Since thou art truly a friend then I know that I can ask a favor of thee. Why dost thou not bring back that lost locket to me and we shall speak of these things some more." He flashes you a wicked grin.	"既然你是真正的朋友，那我知道我可以請你幫個忙。為什麼你不把那個失落的掛墜帶回來給我，我們可以再次談論這些事情。" 他對你閃了一個狡猾的微笑。
"Since thou hast brought my locket back here, I suppose that I can trust thee. I intend to take Constance back with us and sell her to the operator of the baths."	"既然你把我的掛墜帶回來了，我想我可以相信你。我打算帶康斯坦絲回來和我們一起，並把她賣給浴場的經營者。"
"Since thou wert last in Britannia, the Gargoyles have begun to integrate with the humans. Most of them live on Sutek's old island, which was renamed 'Terfin'. However, thou mayest see one here and there throughout the land."	"自從你上次在不列顛尼亞的時候，石像鬼們開始與人類融合。大多數石像鬼住在Sutek的舊島上，該島被重新命名為'Terfin'。但是，你可能會在這裡或那裡看到一個石像鬼。"
"Sintag," the man grunts.	"Sintag，" 那個男人咕噥著。
"Sir Denton is the most astute man I have ever met. He is the only one I cannot sense. And I have never seen him remove his armour...." She shrugs.	"我認識的最睿智的人就是戴頓爵士。他是我唯一無法感應的人。而且我從未見過他脫下盔甲……" 她聳聳肩。
"Sir Dupre, hast thou finished thy studies yet?"*	"杜普雷爵士，你已經完成學業了嗎？"*
"Sir Dupuke? Didst thou say Sir Dupuke?"*	"杜普克爵士？你說的是杜普克爵士嗎？"*
"Sir Horffe has chosen to use the Gargish syntax of our language so he may better maintain his cultural ties."	"霍夫爵士選擇使用我們語言的加爾吉斯語法，以便更好地維持其文化聯繫。"
"Sir Horffe is an excellent warrior. He is a gargoyle that was found by two knights when he was very young. They chose to raise him as their own child. He is very honorable."	"霍夫爵士是一位優秀的戰士。他是一個被兩名騎士在幼年時發現的石像鬼。他們選擇將他養育為自己的孩子。他非常有榮譽感。"
"Sir Pendaran is a knight of the Hold. He is very friendly, but I have been told he can be overbearing at times."	"彭達蘭爵士是霍爾德的騎士。他非常友好，但我聽說他有時會過於囂張。"
"Smashing place for a revel! It hath been here for ages! I inherited it from my grandfather. I enjoy it because I love to cook. And eat." She laughs. "And drink!" She laughs again.~~"But mostly I like it because I meet so many interesting people. Just like thee,	"這是一個絕佳的場所，可以舉辦盛大的宴會！它已經存在了很久！我從祖父那裡繼承了這裡。我喜歡這裡，因為我喜歡烹飪。和吃東西。" 她笑了。"還有喝酒！" 她又笑了。~~"但我最喜歡這裡是因為我遇到了許多有趣的人。就像你，
"So Garritt admits he stole the venom vial. I cannot believe it! I do not know what to say."	"加里特承認自己偷了毒液瓶。我無法相信！我不知道該說什麼。"
"So Garritt was the culprit, eh? I am not surprised now that I think about it. I must keep closer tabs on my venom from now on."	"加里特就是罪魁禍首，啊？我現在想想，也不奇怪了。我必須更好地看管我的毒液。"
"So am I!"*	"我也是！"*
"So be it! The Fellowship hereby sentences the Avatar to immediate death! Kill	"那就這樣吧！教會判處阿凡達立即處死！殺死
"So long, my friend! Do not forg... I mean, do not lose how to play The Game!"*	"再見了，我的朋友！不要忘記……我是說，不要忘記如何玩遊戲！"*
"So many!"*	"太多了！"*
"So that is the name of one of our uninvited guests! When the three of them came to my wagon earlier, he was very friendly while talking to me, but I saw through him. He mentioned noticing Constance, but the others gestured for him to be quiet."	"所以這就是我們未邀請的客人之一的名字！當他們三個人早些時候來到我的馬車時，他對我很友好，但我看穿了他。他提到了康斯坦斯，但其他人示意他保持沉默。"
"So thou art healthy? 'Tis good news. If thou dost need my services in the future, do not hesitate to return."	"所以你恢復健康了？這是個好消息。如果你需要我的服務，請不要猶豫，隨時回來。"
"So, Avatar! The moment of truth has come! You can destroy the Black Gate, but you will never return to your beloved Earth. Or you can come through now and go home! It is your choice!"	"阿凡達！真相的時刻終於來臨！你可以摧毀黑門，但你將永遠無法回到你心愛的地球。或者你可以現在通過黑門並回家！這是你的選擇！"
"So, once again, I am at thy service," bellows Vokes.	"我再次為你服務，" 沃克斯大聲說。
"So, thou wishes to fight for the cowardly Sprellic! Meet us at the duelling area at next noon!"	"你想為懦弱的斯普萊利克而戰！明天中午在決鬥場見面吧！"
